id	en
Kamu harus kencangkan ikatannya.	You must tighten the knot.
Jangan mendekati mereka.	Don't go near them.
Dompetku hilang.	I've lost my wallet.
Saya tidak akan mati.	I won't die.
Aku tidak akan mati.	I won't die.
Aku tak akan mati.	I won't die.
Saya akan tinggal di sini selama beberapa bulan.	I'm going to stay here for a couple of months.
Dia mencoba menciumku.	She tried to kiss me.
Biarkan dia menunggu.	Let him wait.
Biarkan dia menunggu.	Let her wait.
Dia memperingatkanmu.	She warned you.
Dia sendirian.	She is alone.
Dia tidur.	He slept.
Dia dari Somalia	He's from Somalia.
Dia bilang begitu?	He said that?
Apa acara TV kesukaanmu?	What is your favourite TV show?
Kamu memerlukan sepatu baru.	You need a new pair of shoes.
Memotongnya dengan sebuah pisau.	Cut it with a knife.
Dia terlihat sedikit letih.	She seems a little tired.
Siapakah selanjutnya.	Who's next?
Dimanakah Marizka sekarang?	Where's Marizka now?
Diamlah!	Shut up!
Dia terlihat sedikit letih.	He seems a little tired.
aku akan menjelaskan semua kepadamu nanti	I'll explain it all to you later.
kami sangat takut	We were so afraid.
Saat masada.	The watch is on the table.
Kayak gue, dia sering liburan ke Nunukan.	Like me, he often goes to Nunukan for holidays.
He! Gue bilangin ya! Lu nggak pantes sama Radit! Gue yang pantes! Ngerti? Ngomong sama tangan!	Hey, I'm tellin' ya! You don't deserve with Radit! I'm the one who deserve it! Got it? Talk to the hand!
Aku tidak tahu tentang hal ini.	I didn't know this.
Kami akan membahasnya nanti.	We'll discuss it later.
Kami akan siap tepat waktu.	We'll be ready in time.
Apakah kamu tidak punya payung? Apakah kamu tidak bersyukur kamu masuk ke dalam?	You don't have an umbrella? Aren't you thankful you went inside?
Kau bisa saja membiarkan rasa takut akan kemiskinan mengatur hidupmu dan pahalanya adalah apa yang akan kau makan, tetapi Kau tidak hidup.	You are going to let the fear of poverty govern your life and your reward will be that you will eat, but you will not live.
Saya tahu bahwa Tom sudah menikah.	I know that Tom is married.
Rasanya cukup sudah.	I think that that'll be enough.
Orang tua saya selalu membuat saya PR sebelum saya keluar.	My parents always make me do my homework before I go out.
Hingga saat ini tak seorangpun berhasil sampai dipuncak gunung itu.	Until now no one had made it to the top of the mountain.
Pulau Sebatik merupakan daerah perbatasan Indonesia-Malaysia.	Sebatik Island is a border area between Indonesia and Malaysia.
Lojbanistan berbatasan dengan Esperantujo.	Lojbanistan borders Esperantujo.
Prancis berbatasan dengan Italia.	France borders Italy.
Montana berbatasan dengan Kanada.	Montana borders Canada.
Kanada berbatasan dengan Alaska.	Canada borders Alaska.
Malaysia berbatasan dengan Indonesia.	Malaysia borders Indonesia.
Ifulki Ṭom did-i bahra.	Tom is very nice to me.
Pramuniaga itu kelihatan sangat cerdas.	That salesman looks pretty smart.
Aku bisa mengajari kamu bagaimana menunjukkan cintamu.	I can teach you how to show your love.
Aku tidak tahu kalau kamu punya alergi serbuk sari.	I didn't know you had hay fever.
Kurasa aku jatuh cinta padamu.	I think I'm in love with you.
Tom memberitahu Mary kalau berbohong itu salah.	Tom told Mary that it was wrong to lie.
Aku sedang minum bir.	I'm drinking a beer.
Kuharap dunia berubah agar orang-orang tidak perlu bekerja.	I wish the world would change so people did not have to work.
Kamu bisa menebak seberapa tua aku?	Can you guess how old I am?
Keputusan hakim menyebabkan kegaduhan.	The judge's decision caused an uproar.
Apa Mary bilang ia harus melakukannya?	Did Mary say she had to do that?
Tom dan Mary melepas jam mereka.	Tom and Mary took their watches off.
Tom bilang dia tidak berpikir kalau hal itu memungkinkan.	Tom said he didn't think that it was possible.
Apa kamu selalu datang ke sekolah sepagi ini?	Do you always come to school this early?
Kenapa kamu beli bunga?	Why did you buy flowers?
Kenapa kamu beli bunga?	Why did you buy a flower?
Kenapa kamu beli bunga-bunga itu?	Why did you buy the flowers?
Apa kau tau komik ini?	Do you know this comic?
Aku lebih cantik darimu.	I'm more beautiful than you.
Tanganmu sedingin es.	Your hand is as cold as ice.
Tidak ada yang bisa menghentikanku.	Nothing can stop me.
Aku tidak akan pergi.	I'm not leaving.
Itu indah sekali.	It's very beautiful.
Aku diberitahu untuk tidak memarkir mobilku di sini lagi.	I was told not to park my car here anymore.
Ada banyak yang lain.	There are many others.
Kapan terakhir kali kamu mengganti filternya?	When was the last time you replaced the filter?
Mary sedang berbicara pada teman sekamarnya.	Mary is talking to her roommates.
Sami sedang menulis buku tentang mencari uang.	Sami is writing a book about money-making.
Tom dan Mary sudah bosan melakukannya.	Tom and Mary are sick of doing that.
Aku muak dengan semua hal dan semua orang.	I'm fed up with everything and everybody.
Aku mencoba menghemat uang.	I'm trying to save money.
Aku punya mobil yang dibuat di Jepang.	I have a car that was made in Japan.
Tom kelihatan murung.	Tom looks downcast.
Tom terbaring di tempat tidur, terlelap.	Tom is lying in bed, asleep.
Ada banyak cara dan jalan lain.	There are other means and ways.
Aku menasihati Tom agar berhenti minum-minum.	I advised Tom to stop drinking.
Dia tidak akan mengakui kesalahannya.	He wouldn't admit his mistake.
Tom dan Mary berjalan sempoyongan.	Tom and Mary staggered to their feet.
Tom punya anjing gembala Jerman dan Mary punya pudel.	Tom has a German shepherd and Mary has a poodle.
Tom sangat-sangat pemalu.	Tom is extremely shy.
Kamu tahu itu, kan?	You understand that, don't you?
Aku bosan dengan keluhanmu.	I'm tired of your complaints.
Yang membuatku kaget, dia punya suara yang indah.	To my surprise, he had a beautiful voice.
Berbahasa Inggris tidak mudah, tapi menarik.	Speaking English isn't easy, but interesting.
Beberapa tukang kebun merawat bunga azalea in taman.	Several gardeners look after the azaleas in the park.
Aku tidak menduga kalau itu yang akan terjadi.	I couldn't anticipate that that would happen.
Tom tahu banyak tentang musik.	Tom knows a lot about music.
Kami benar-benar lupa soal makan siang.	We totally forgot about lunch.
Tom harus tinggal di rumah dan merawat anak-anaknya.	Tom has to stay home and take care of his children.
Tom membeli sikat gigi baru.	Tom bought himself a new toothbrush.
Kita harus melakukan yang Tom lakukan.	We should do what Tom is doing.
Tom bilang Mary mencoba untuk bersikap kooperatif.	Tom said Mary has been trying to be cooperative.
Apa kamu yang memberi tahu Tom kalau dia bisa saja melakukannya?	Were you the one who told Tom that he could probably do that?
Tom dan Mary bilang mereka berharap bisa belajar bagaimana cara melakukannya.	Tom and Mary said they hoped they could learn how to do that.
Menurutku Tom dan Mary saling jatuh cinta.	I think Tom and Mary have fallen in love with each other.
Aku menduga Tom dan Mary salah.	I suspect Tom and Mary are incorrect.
Kami meninggalkan rumah di awal pagi.	We left home early in the morning.
Mereka mati satu per satu.	They died one after another.
Resesi menyebabkan banyak bisnis bangkrut.	The recession caused many businesses to close.
Tom bilang dia akan membayar semuanya.	Tom said he'd pay for the entire thing.
Kau tidak boleh membiarkannya terjadi.	You can't let that happen.
Kami tidak punya teh lagi.	We don't have any tea any more.
Mereka menghadirinya.	They attended it.
Bawakan aku koran hari ini.	Bring me today's paper.
Hal itu tidak terjadi begitu saja. Kami membuatnya terjadi.	It didn't just happen. We made it happen.
Pekerjaan itu tidak cocok untuk Tom.	Tom is unfit for that job.
Aku berdoa untuk kesuksesanmu.	I pray for your success.
Apakah dia memiliki pekerjaan?	Does he have a job?
Hasil bumi lainnya termasuk batu bara, kelapa, tebu, nanas, tembakau, sayuran, sagu, tapioka, kopi, teh, jagung, dan kacang tanah.	Other products include coal, coconuts, sugar cane, pineapples, tobacco, vegetables, sago, tapioca, coffee, tea, maize, and groundnuts.
Aku tidak tau mengapa Tuhan memberi kita 10 jari, karena kita hanya butuh tiga.	I don't know why God gives us 10 fingers, because we only need three.
Karena aku tidak berpendapat bahwa semua orang akan mempercayai wanita mati.	Because I don't think people would believe a dead woman.
Aku tak bisa bicara karena sedang di lift yang sesak.	I can't talk because I'm in the elevator full of people.
Saya tidak mengenakan pakaian.	I'm not wearing clothes.
Kamu mempunyai kuda.	You have a horse.
Aku sedang menulis.	I am writing.
Tom cepat capek.	Tom gets tired quickly.
Saya yakin tidak ada yang perlu ditakuti.	I'm sure there's no need to be afraid.
Tom dan Mary mahir dalam hal ini.	Tom and Mary are pretty good at this.
Hanya lima puluh orang yang hadir.	Only fifty people came.
Mereka menggantinya baru-baru ini.	They changed it very recently.
Tom berkata bahwa dia ingin bermain poker dengan kita.	Tom said that he wanted to play poker with us.
Aku pikir Tom telah pergi.	I think Tom has left.
Kamu masih belum memberikanku jawaban.	You still haven't given me an answer.
Masakan ini enak.	This dish is tasty.
Tom sedang makan sendirian.	Tom is eating alone.
Berdoalah saja.	Just pray.
Awas! Ada mobil lewat!	Watch out! There's a car coming!
Tom dan Mary sedang tidur.	Tom and Mary are asleep.
Kamu sebaiknya mulai bersiap-siap.	You should start getting ready.
Itu semua yang bisa saya harapkan.	It's everything that I could've hoped for.
Dia bilang dia yakin bisa menang.	He says he believes he can win.
Tinggallah di rumah!	Stay home.
Tinggallah di rumah!	Stay at home.
Mary dapat memahami bahasa Mandarin.	Mary understands Mandarin.
Aku telah jatuh cinta dan sekarang aku tidak dapat hidup tanpamu	I've fallen in love and now I can't live without you.
Saya bangga menjadi seorang guru.	I'm proud to be a teacher.
Sudah tiba.	It arrived.
Bagaimana kalau aku gagal?	What if I fail?
"Anak-anakku sudah dewasa, kalau kamu? - ""Sama."""	"My children are already adults. What about yours? ""Mine, too."""
"Kamu tidak punya pacar? - ""Tidak."" - ""Kalau pacar laki-laki?"""	"You don't have a girlfriend? ""No."" ""What about a boyfriend?"""
"Kamu bisa bahasa apa saja, Tom? - ""C++, Java, dan sedikit PHP. Kalau kamu, Mary?"" - ""Bahasa Prancis, Jepang, dan Ibrani."""	"What languages do you know, Tom? ""C++, Java and a little PHP. What about you, Mary?"" ""French, Japanese and Hebrew."""
Kamu bisa memperbaikinya, kan?	You can fix it, can't you?
Aku butuh lebih banyak waktu untuk menyelesaikan PR.	I need more time to finish my homework.
Anjing ini putih.	This dog is white.
Aku pikir kamu tidak mengerti.	I don't think you understand.
Sepertinya aku tidak paham.	I don't think I understand.
Kupikir tidak masalah.	I don't think it mattered.
Kupikir tidak masalah.	I don't think it matters.
Kupikir dia tidak peduli.	I don't think she cared.
Kupikir dia tidak peduli.	I don't think she cares.
Kupikir dia tidak peduli.	I don't think he cared.
Kupikir dia tidak peduli.	I don't think he cares.
Kupikir Tom tidak peduli.	I don't think Tom cares.
Kupikir Tom tidak peduli.	I don't think Tom cared.
Aku pikir tidak ada yang berubah.	I don't think anything changes.
Menurutku juga tidak.	I don't think so, either.
Aku pikir dia tidak jujur.	I don't think he is truthful.
Sepertinya dia tidak bahagia.	I don't think she is happy.
Sepertinya dia tidak jujur.	I don't think he is truthful.
Besok saya sibuk.	I will be busy tomorrow.
Sepertinya Tom sangat sibuk hari ini.	Tom looks very busy today.
Saya adalah pengacara keluarganya.	I am his family's lawyer.
Saya belum melihat Tom sejak sarapan.	I haven't seen Tom since breakfast.
Kita tidak bisa kehilangan harapan.	We can't lose hope.
Saya mencoba memperingatinya, tetapi ia tidak ingin mendengar.	I tried to warn her, but she wouldn't listen.
Suatu hari mimpimu akan terwujud.	Your dream will come true some day.
Saya senang Tom menyukainya.	I'm glad Tom enjoyed it.
Saya tidak tahu mengapa Tom memulai belajar bahasa Prancis.	I don't know when Tom started studying French.
Pesawatnya lepas landas sesuai jadwal.	The airplane took off on schedule.
Hidupku hampa tanpamu.	My life would be completely empty without you.
Baju-baju ini laku keras	These shirts are selling like hotcakes.
Mungkin Anda benar	Perhaps you are right.
Apa yang mereka mau?	What did they want?
Hal itu mengingatkanku pada sesuatu	It reminds me of someone.
Cowok yang disana mirip dengan Tom	That guy over there looks like Tom.
Suatu hari, impianku akan benar-benar terwujud	Someday my dream will come true.
Tom bukan jutawan	Tom isn't a millionaire.
Dia berjalan sangat lambat	He walked very slowly.
Tom mengaku bahwa dia telah mencuri uang milik Mary	Tom admitted that he had stolen Mary's money.
Para pemelihara anjing berpikir, apakah mereka telah memberi makan anjingnya dengan mencukupi.	Some dog owners wonder if they are feeding their dogs enough.
Saya heran. Mengapa semua orang pulang buru-buru?	I wonder why everybody left so early.
Jika dilihat dari luar, kamu mirip seperti Tom	From across the room, you look like Tom.
Tolong ajari saya bahasa Inggris.	Please teach me English.
Mengapa mereka pergi?	Why are they leaving?
Dia bekerja di bank.	He works at a bank.
Di rak manakah itu?	Which shelf is it on?
Di rak yang manakah itu?	Which shelf is it on?
Menemukan sepasang sepatu yang muat tidaklah sesusah itu.	It wasn't that hard to find a pair of shoes that fit.
Di mana sepatu botmu?	Where are your boots?
Di mana sepatumu?	Where are your boots?
Tom berkata bahwa dia menyukai warna kausku.	Tom said that he liked the color of my T-shirt.
Tom bilang dia suka warna kausku.	Tom said he liked the color of my T-shirt.
Aku punya pelatih yang baik.	I had a good coach.
Aku tidak menonton televisi sebanyak Tom dan Mary.	I don't watch as much TV as Tom and Mary do.
Mobil berwarna apa yang kamu beli?	What color car did you buy?
Mobil warna apa yang kamu beli?	What color car did you buy?
Ketika istriku mengetahuinya, dia tidak akan senang.	When my wife finds out, she won't be happy.
Jika istriku tahu, dia tidak akan senang.	When my wife finds out, she won't be happy.
Semuanya tutup.	Everything is closed.
Kameramu tidak sebagus kameraku.	Your camera is not as excellent as my camera.
Kameramu tidak sebagus milikku.	Your camera is not as excellent as my camera.
Aku suka menebang pohon dengan kapak.	I like to cut trees with an ax.
Apa yang menyebabkan ini terjadi?	What would cause this?
Aku tidak akan memberimu uang lagi.	I'm not giving you any more money.
Aku tidak akan lagi memberimu uang.	I'm not giving you any more money.
Aku menonton PBS.	I watch PBS.
Aku pikir kamu akan senang.	I thought you'd be pleased.
Kupikir kau akan senang.	I thought you'd be pleased.
Dia menarik napas yang dalam sebelum memasuki kantor bosnya.	He breathed deeply before entering his boss's office.
Dia menarik napas dalam-dalam sebelum masuk ke kantor bosnya.	He breathed deeply before entering his boss's office.
Dia orang yang egois.	She is a selfish person.
Siapa yang mengangkat teleponmu?	Who was that who answered your phone?
Dia berusaha menusukku dari belakang.	He tried to stab me in the back.
Tom membelikan dirinya sendiri seekor anjing.	Tom bought himself a dog.
Itulah satu-satunya alasan Tom dan aku pergi.	That's the only reason Tom and I are going.
Aku suka bernyanyi.	I like singing.
Itu terjadi pada semua orang.	It happens to everyone.
Pesawat-pesawat itu terbang di atas desa.	The planes flew over the village.
Tom pikir dia tahu segalanya.	Tom thinks he knows everything.
Tom berpikir bahwa dia tahu segalanya.	Tom thinks that he knows everything.
Meminggirlah.	Move over.
Minggir!	Move over.
Aku membelikan Tom sebuah buku.	I bought Tom a book.
Aku membeli buku kepada Tom.	I bought Tom a book.
Inilah yang dia katakan.	This is what he said.
Ini yang ia katakan.	This is what he said.
Kakeknya membelikan dia mainan yang mahal itu.	His grandfather bought him the expensive toy.
Aku tidak memercayai apa pun yang kau katakan.	I don't believe anything you say.
Mengapa kamu tidak mencoba menghentikan Tom?	Why didn't you try and stop Tom?
Kamu berbicara bahasa Inggris dengan lancar.	You speak fluent English.
Kalian berbicara bahasa Inggris dengan lancar.	You speak fluent English.
Cuaca di sini sangat tidak dapat diprediksi.	The weather here is very unpredictable.
Tolong kembalikan sebelum hari Senin pukul 10 pagi.	Please return it by 10 a.m. Monday.
Aku pikir kamu tidak mengerti arti sesungguhnya dari nirwana.	I don't think you understand what nirvana really means.
Aku pikir semuanya baik-baik saja.	I think it's going well.
Aku pikir semua berjalan lancar.	I think it's going well.
Kami terus bekerja selama berjam-jam tanpa memakan apa pun.	We kept on working for hours without eating anything.
Kami tetap bekerja berjam-jam tanpa makan apa pun.	We kept on working for hours without eating anything.
Tidakkah kamu merasa kesepian?	Don't you get lonely?
Tiba-tiba, dia mendengar suara yang aneh.	Suddenly, he heard a strange sound.
Ini adalah pelanggaran jelas terhadap hak-hakku menurut konstitusi negara ini.	This is an obvious violation of my rights according to the constitution of this country.
Selamatkan aku!	Save me!
Aku akan menuju ke kolam segera setelah matahari terbit.	I will head to the pond as soon as the sun rises.
Kami telah melakukannya dua kali dalam tiga bulan.	We've done it twice in three months.
Tom dan Mary tidak mengundangku ke pesta mereka.	Tom and Mary didn't invite me to their party.
Kelas ini terdiri dari tiga puluh lima siswa.	This class is made up of thirty-five pupils.
Kelas ini memiliki tiga puluh lima siswa.	This class is made up of thirty-five pupils.
Penerbangan kami telah ditunda.	Our flight has been delayed.
Penerbangan kita tertunda.	Our flight has been delayed.
Akankah kamu datang?	Would you like to come?
Maukah kamu datang?	Would you like to come?
Tom memberitahuku mengapa dia pergi lebih awal.	Tom told me why he left early.
Antares adalah sebuah bintang merah.	Antares is a red star.
Aku tidak tahu bahwa kamu akan meminta Tom melakukan itu.	I didn't know that you were going to ask Tom to do that.
Bagilah ini di antara kalian.	Divide this among yourselves.
Helen Keller buta, tuli, dan bisu.	Helen Keller was blind, deaf and mute.
Aku sudah siap untuk besok.	I'm ready for tomorrow.
Aku siap untuk hari esok.	I'm ready for tomorrow.
Dia memberitahuku bahwa dia akan pergi ke Paris pada bulan Agustus.	She told me that she would go to Paris in August.
Tom mulai tidak menyukai Mary.	Tom came to dislike Mary.
Besok aku akan belajar di perpustakaan.	Tomorrow, I'm going to study at the library.
Aku tidak akan melupakan apa yang baru saja terjadi.	I'll never forget what just happened.
Aku cinta kota ini.	I love this town.
Apakah seseorang memberi tahu Tom?	Did anyone tell Tom?
Apa ada yang memberi tahu Tom?	Did anyone tell Tom?
Anak perempuan itu adalah saudaraku.	That girl over there is my sister.
Bahasa Inggris adalah bahasa global.	English is a global language.
Tolong rangkum ide Anda.	Please sum up your idea.
Rangkumlah idemu.	Please sum up your idea.
Jack menyayangi Ben lebih dari dirinya sendiri.	Jack loves Ben more than himself.
Aku baru saja sampai di stasiun.	I've just arrived at the station.
Saya baru saja tiba di stasiun.	I've just arrived at the station.
Hanya ada satu kebenaran!	There is only one truth!
Kamu belum memberiku yang kuminta.	You haven't given me what I asked for.
Dia memulai itu.	He started that.
Dia bisa bicara bahasa Inggris sedikit.	He can speak a little English.
Kamu bukan pengecut.	You are not a coward.
Tom telah dikeluarkan dari tim.	Tom has been kicked off the team.
Kami tahu siapa kami.	We know who we are.
Apakah Anda dari Amerika Serikat?	Are you from the United States?
Apakah kamu dari AS?	Are you from the United States?
Dia tidak tahu bahwa ada terjemahan Al-Qur'an berbahasa Ibrani.	She didn't know there was a translation of the Quran in Hebrew.
Mordred mengkhianati Raja Arthur.	Mordred betrayed King Arthur.
Lebih baik aku mati.	I'd rather die.
Jika kamu mencari Tom, dia tidak di sini.	If you're looking for Tom, he's not here.
Dia tidak berani berkata apa-apa.	He didn't dare say anything.
Dia tidak berani mengatakan apa pun.	He didn't dare say anything.
Mary tidak tahu aku menyukainya.	Mary doesn't know I like her.
Tom meninggal karena kekurangan oksigen.	Tom died from lack of oxygen.
Persegi adalah sebuah bentuk dengan empat sisi sama panjang dan sudut sembilan puluh derajat.	A square is a shape with four sides of equal length and ninety degree corners.
Bagaimana jika orang tuamu tahu?	What if your parents find out?
Ini hanya masalah waktu.	It's just a matter of time.
Tanpa nama, oke?	No names, OK?
Aku tidak bisa pergi keluar negeri tahun ini.	I can't go abroad this year.
Aku membutuhkan Tom dalam hidupku.	I need Tom in my life.
Apakah istri barumu juga orang Kanada?	Is your new wife Canadian, too?
"Bisakah kamu memberikan ini kepada Tom? Ini sangat penting. ""Akan kupastikan dia mendapatkannya."""	"Can you give this to Tom? It's very important. ""I'll make sure he gets it."""
Aku bisa memberitahukanmu yang Tom pikirkan.	I can tell you what Tom thinks.
Siapa yang ingin tinggal di tempat yang seperti ini?	Who would want to live in a place like this?
Siapa yang mau tinggal di tempat seperti ini?	Who would want to live in a place like this?
Tom menendang bola itu dengan sangat kuat.	Tom kicked the ball really hard.
Jariku menjadi cokelat setelah kucelupkan ke dalam larutan kalium permanganat yang agak pekat.	My finger turned brown after I dipped it in a slightly concentrated solution of potassium permanganate.
Aku akan mengatakan kebenaran.	I'm going to tell the truth.
Saya akan mengatakan yang sebenarnya.	I'm going to tell the truth.
Berapa banyak makanan yang kamu butuhkan?	How much food do you need?
Seberapa banyak makanan yang kalian butuhkan?	How much food do you need?
Pada usia enam tahun dia telah belajar menggunakan mesin tik dan memberi tahu gurunya bahwa dia tidak perlu belajar menulis dengan tangan.	At the age of six he had learned to use the typewriter and told the teacher that he did not need to learn to write by hand.
Kenapa kamu ingin Tom memilikinya?	Why do you want Tom to have it?
Kita tidak bisa yakin bahwa Tom akan melakukannya.	We can't be sure Tom will do that.
Dia duduk di kursi.	He sat in the chair.
Aku tidak pernah suka bepergian dengan kereta api.	I never like to travel by train.
Aku mahasiswa di Universitas Oxford.	I am a student at Oxford University.
Dia memanfaatkan waktunya dengan baik.	He makes good use of his time.
Akhir-akhir ini laptopku terus-menerus mengalami galat dan aku tidak tahu penyebabnya.	Lately, my laptop keeps getting errors and I don't know the cause.
Tom menutup pidatonya dengan lagu yang indah.	Tom closed his speech with a beautiful song.
Aku bisa memercayai Tom.	I can trust Tom.
Kapankah kereta api selanjutnya untuk Boston?	When is the next train to Boston?
Kapankah kereta tujuan Boston selanjutnya?	When is the next train to Boston?
Walaupun dia masih muda, dia memiliki janggut abu-abu.	Although he's young, he has a grey beard.
Wanita itu sedang membaca.	The woman is reading.
Kamu harus tetap bangun.	You need to stay awake.
Kamu harus tetap terjaga.	You need to stay awake.
Presiden memberi penghargaan medali kepada Jenderal Jackson dan Jenderal Smith.	The president awarded medals to Generals Jackson and Smith.
Layla ingin membunuh kita berdua.	Layla wanted to kill us both.
Layla ingin membunuh kami berdua.	Layla wanted to kill us both.
Thomas lahir di Sao Paulo di Brasil.	Thomas was born in São Paulo in Brazil.
Kamu harus menuruti aturan sekolah.	You must follow school rules.
Kalian harus menaati aturan sekolah.	You must follow school rules.
Aku harus mengerjakan pekerjaan rumahku dan bukannya pergi keluar.	I have to do my homework instead of going out.
Aku harus mengerjakan PR-ku dan bukannya pergi keluar.	I have to do my homework instead of going out.
Itu dua blok dari sini.	It's two blocks from here.
Orang-orang tidak mengatakan itu lagi.	People don't say that anymore.
Orang-orang sudah tidak lagi mengatakan itu.	People don't say that anymore.
Tom tidak bertambah berat badan walaupun dia makan banyak.	Tom doesn't gain weight even though he eats a lot.
Yang mana itu tadi?	Which one was it?
Aku bisa berenang dengan baik saat masih anak-anak.	I was able to swim well when I was a child.
Bermain kartu itu menyenangkan.	It is fun to play cards.
Bermain kartu sangatlah menyenangkan.	It is fun to play cards.
Aku tidak bisa membantumu sekarang.	I can't help you now.
Saya tidak bisa membantu Anda saat ini.	I can't help you now.
Sami dan Layla harusnya saling kenal.	Sami and Layla should know each other.
Sami dan Layla seharusnya saling mengenal.	Sami and Layla should know each other.
Mari meninjau masalah ini dari sisi yang berbeda.	Let's approach the problem from a different angle.
Tiba-tiba Tom menjadi sangat ketakutan.	Tom suddenly got very scared.
Dia memukul anjing itu dengan tongkat.	He beat the dog with a stick.
Tony bisa berlari cepat.	Tony can run fast.
Tony dapat berlari dengan cepat.	Tony can run fast.
Hidup kita ada di tangan Tuhan.	Our lives are in God's hands.
Hidup kami ada di tangan Tuhan.	Our lives are in God's hands.
Aku dulu bermimpi menjadi miliuner.	I used to dream about being a millionaire.
Aku dulu bermimpi ingin menjadi jutawan.	I used to dream about being a millionaire.
Anak perempuannya adalah seorang perawat.	His daughter is a nurse.
Anak perempuannya seorang perawat.	His daughter is a nurse.
Aku punya kamar dengan pemandangan pegunungan yang indah.	I had a room with a beautiful view of the mountains.
Aku punya kamar dengan pemandangan gunung-gunung yang indah.	I had a room with a beautiful view of the mountains.
Akhirnya, Mario berhasil memenangkan cinta sang putri.	At last, Mario managed to win the princess's love.
Tom mengirimkan kalian sesuatu.	Tom sent you something.
Tom mengirimkanmu sesuatu.	Tom sent you something.
Tom telah mengirimkan sesuatu kepada kalian.	Tom sent you something.
Jangan tidur dengan lampu menyala.	Don't go to sleep with the light on.
Mary mencuci mobilnya setiap minggu.	Mary washes her car every week.
Mary mencuci mobilnya setiap pekan.	Mary washes her car every week.
Aku hanya ingin bersenang-senang.	I just want to have fun.
Itu rahasia.	It was confidential.
Api selalu berbahaya.	Fire is always dangerous.
Api itu selalu berbahaya.	Fire is always dangerous.
Mary akan kelaparan ketika ia sampai ke rumah.	Mary will be starved when she gets home.
Mary akan kelaparan ketika dia tiba di rumah.	Mary will be starved when she gets home.
Tom berada di Australia tahun ini.	Tom is in Australia this year.
Tom sedang di Australia tahun ini.	Tom is in Australia this year.
Tom tidak takut lagi.	Tom is no longer afraid.
Tom tidak ketakutan lagi.	Tom is no longer afraid.
Mary menemukan Tom.	Mary found Tom.
Aku tidak punya cukup uang untuk membeli mobil.	I don't have enough money to buy a car.
Tom berasal dari Boston, namun sekarang tinggal di Chicago.	Tom is from Boston, but now he lives in Chicago.
Dia tidak akan senang dengannya.	She wouldn't be happy with him.
Dia tidak akan bahagia bersamanya.	She wouldn't be happy with him.
Apa yang harus aku tahu?	What do I need to know?
Apa yang harus kuketahui?	What do I need to know?
Apakah Anda keberatan menutup pintu?	Would you mind shutting the door?
Apa kamu keberatan untuk menutup pintunya?	Would you mind shutting the door?
Beri tahu Tom bahwa Mary sedang dalam perjalanan.	Tell Tom Mary's on the way.
Tom bernyanyi dengan sangat baik.	Tom sings very well.
Pintar!	How clever!
Siapa datang?	Who is coming?
Siapa yang datang?	Who is coming?
Tom tidak tahu bahwa Mary orang Kanada.	Tom didn't know that Mary was Canadian.
Dia terlalu pintar untuk melakukan sesuatu sebodoh itu.	He's too smart to do something that stupid.
Harga-harga akan naik lagi.	Prices are about to go up again.
Harga barang akan kembali naik.	Prices are about to go up again.
Jeruk ini enak.	This orange is delicious.
Aku sudah tidak berenang dalam waktu yang lama.	I haven't been swimming in a long time.
Otak hanyalah sebuah mesin yang rumit.	The brain is just a complicated machine.
Aku tahu kamu tidak akan melakukannya.	I know you won't do it.
Aku tahu kalian tidak akan mengerjakannya.	I know you won't do it.
Dia ada di perpustakaan, bukan?	He's in the library, isn't he?
Itu adalah kesalahanmu.	It was your mistake.
Itu salahmu.	It was your mistake.
Apa maksudmu?	What do you mean?
Apa yang kamu maksud?	What do you mean?
Apa yang Anda maksudkan?	What do you mean?
Berhati-hatilah ketika menyeberang jalan yang ramai!	Be alert when you cross a busy street!
Apel-apel dijual per lusin.	Apples are sold by the dozen.
Apel dijual per lusin.	Apples are sold by the dozen.
Apakah sesuatu yang menarik terjadi ketika aku pergi?	Did anything interesting happen while I was gone?
Apakah ada kejadian menarik selama aku pergi?	Did anything interesting happen while I was gone?
Aku lebih suka merah tua.	I like dark red better.
Temanku akan mampir besok.	My friend is coming over tomorrow.
Saya ingin tahu, bilakah Tom bercadang untuk menyelesaikan kerjanya itu.	I want to find out when Tom is planning to finish doing that.
Aku bertanya-tanya bagaimana cuaca hari esok.	I wonder what the weather will be like tomorrow.
Kira-kira bagaimana cuaca besok?	I wonder what the weather will be like tomorrow.
Dia bosnya.	She's the boss.
Dialah bosnya.	She's the boss.
Dia adalah bosnya.	She's the boss.
Kamu harus segera mulai.	You must start soon.
Kamu harus mulai secepatnya.	You must start soon.
Tom meninggal tiga minggu setelah kecelakaan itu.	Tom died three weeks after the accident.
Kapan terakhir kali kamu menggunakan penggaris?	When was the last time you used a ruler?
Aku pergi ke gereja.	I'm going to church.
Aku sedang pergi ke gereja.	I'm going to church.
Aku memikirkanmu sepanjang waktu.	I think about you all the time.
Aku membawa serta kameraku.	I took my camera along.
Bisakah kamu melihat mereka?	Can you see them?
Apakah kamu melihat mereka?	Can you see them?
Tidak ada yang aku suka sebanyak aku suka wangi bunga mawar.	There's nothing I like as much as the smell of roses.
Harapan orang lain memengaruhi tingkah laku kita.	Other people's expectations affect how we behave.
Ekspektasi orang lain memengaruhi perilaku kita.	Other people's expectations affect how we behave.
Apakah kamu sedang senang sekarang?	Are you happy right now?
